Date_sampled,pH,Tank_Replicate,pH_Replicate,Shell_length_mm,New_tin_ID,Shell_Tin_ID,Shell_Tin_Weight_g,Dry_Shell_Tin_Weight_g,Dry_Shell_weight_g,Somatic_Tissue_Tin_Weight_g,Tin_Dry_Somatic_Tissue_g,Dry_Somatic_Tissue_g,Ash_Tin_Somatic_Dry_Weight_g,Ash_Inorganic_ Somatic_Weight_g,Adductor_Tin_Weight_g,Tin_Dry_Adductor_Tissue_g,Dry_Adductor_Tissue_g,Ash_Tin_Aductor_Dry_Weight_g,Ash_Inorganic_ Adductor_Weight_g,Tissue_Tin_ID,Tissue_Tin_Weight_g,Dry_Tissue_Tin_Weight_g,Dry_Tissue_weight_g,Gonad_Tin_ID,Gonad_stage,Gonad_Tin_Weight_g,Dry_Gonad_Tin_Weight_g,Dry_Gonad_weight_g,Gonad_Index_Gonad:Soma,Whole_animal_dry_weight_g,Shell_ash_weight_g_with_tin,Tissue_ash_weight_with_g_tin,Gonad_ash_weight_g_with_tin,Total_ash_weight_g_with_tin,Total_ash_weight_g,TotalAFDW_g,notes
3/2/2022,8,F,8_F,23.7,144,144,1.2511,2.3287,1.0776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,0.4149,0.6075,0.1926,NA,NA,NA,NA,NA,NA,1.2702,NA,NA,NA,1.5089,,0.1762,scallops used for RR and BD
3/2/2022,8,G,8_G,22.1,131,131,1.2555,2.0239,0.7684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,0.4136,0.5306,0.117,NA,NA,NA,NA,NA,NA,0.8854,NA,NA,NA,1.208,,0.091,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,8,G,8_G,21.2,145,145,1.269,2.0401,0.7711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,0.4206,0.5626,0.142,NA,NA,NA,NA,NA,NA,0.9131,NA,NA,NA,1.2047,,0.129,scallops used for RR and BD
3/2/2022,8,H,8_H,19.4,135,135,1.2864,1.9441,0.6577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,0.4141,0.5291,0.115,NA,NA,NA,NA,NA,NA,0.7727,NA,NA,NA,1.0958,,0.091,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,8,H,8_H,22.05,146,146,1.2665,2.1484,0.8819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,0.415,0.5555,0.1405,NA,NA,NA,NA,NA,NA,1.0224,NA,NA,NA,1.3062,,0.1312,scallops used for RR and BD
3/16/2022,7.5,A,7.5_A,26.1,239,239,1.1844,2.447,1.2626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,0.4148,0.5992,0.1844,239,3,0.4123,0.5119,0.0996,0.540130152,1.5466,2.4237,0.4535,0.4344,NA,1.3001,0.2465,used for dry weights and condition only
3/16/2022,7.5,A,7.5_A,26.4,240,240,1.2045,2.7102,1.5057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,0.4074,0.5935,0.1861,240,.2/3,0.4131,0.4907,0.0776,0.416980118,1.7694,2.6866,0.4458,0.427,NA,1.5344,0.235,used for dry weights and condition only
3/16/2022,7.5,A,7.5_A,25.8,241,241,1.1651,2.5751,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,0.418,0.6284,0.2104,241,3,0.4107,0.4898,0.0791,0.37595057,1.6995,2.5517,0.4646,0.4262,NA,1.4487,0.2508,used for dry weights and condition only
3/16/2022,7.5,A,7.5_A,24.75,249,249,1.1881,2.3808,1.1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,0.4102,0.6004,0.1902,249,NA,0.4113,0.4776,0.0663,0.348580442,1.4492,2.6078,0.4553,0.4254,NA,1.4789,-0.0297,negative value? Looks like shell ash weight > shell dry weight
3/16/2022,7.5,A,7.5_A,24.525,455,455,1.1134,2.1864,1.073,0.4032,0.4869,0.0837,0.4132,0.01,0.4105,0.4708,0.0603,0.4172,0.0067,NA,NA,NA,0.144,NA,NA,0.3949,0.4393,0.0444,0.308333333,1.2614,2.1659,NA,0.4003,NA,1.0746,0.1868,
3/16/2022,7.5,A,7.5_A,21.525,456,456,1.1041,1.7128,0.6087,0.3955,0.4475,0.052,0.4017,0.0062,0.4176,0.4473,0.0297,0.4202,0.0026,NA,NA,NA,0.0817,NA,NA,0.3982,0.4139,0.0157,0.192166463,0.7061,1.7013,NA,0.3998,NA,0.6076,0.0985,
3/16/2022,7.5,A,7.5_A,22.6,457,457,1.0972,2.0099,0.9127,0.3983,0.4683,0.07,0.4091,0.0108,0.412,0.4509,0.0389,0.416,0.004,NA,NA,NA,0.1089,NA,NA,0.3987,0.4364,0.0377,0.346189164,1.0593,1.9925,NA,0.4033,NA,0.9147,0.1446,
3/16/2022,7.5,A,7.5_A,23.9,458,458,1.1011,2.179,1.0779,0.393,0.469,0.076,0.403,0.01,0.4207,0.4714,0.0507,0.4266,0.0059,NA,NA,NA,0.1267,NA,NA,0.3933,0.4605,0.0672,0.53038674,1.2718,2.1568,NA,0.4018,NA,1.0801,0.1917,
3/16/2022,7.5,A,7.5_A,19.325,459,459,1.0915,1.7881,0.6966,0.3972,0.4597,0.0625,0.405,0.0078,0.4203,0.4566,0.0363,0.4233,0.003,NA,NA,NA,0.0988,NA,NA,0.3965,0.4328,0.0363,0.367408907,0.8317,1.7706,NA,0.4013,NA,0.6947,0.137,
3/16/2022,7.5,A,7.5_A,22.6,460,460,1.1053,1.9269,0.8216,0.4023,0.4686,0.0663,0.4104,0.0081,0.4168,0.4616,0.0448,0.4217,0.0049,NA,NA,NA,0.1111,NA,NA,0.3958,0.4349,0.0391,0.351935194,0.9718,1.91,NA,0.4003,NA,0.8222,0.1496,
3/16/2022,7.5,B,7.5_B,23.6,242,242,1.1756,2.1018,0.9262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,0.4042,0.5259,0.1217,242,2,0.411,0.4535,0.0425,0.349219392,1.0904,2.0869,0.4322,0.4208,NA,0.9491,0.1413,used for dry weights and condition only
3/16/2022,7.5,B,7.5_B,24,243,243,1.1645,2.0918,0.9273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,0.4109,0.5386,0.1277,243,2,0.4119,0.4511,0.0392,0.30696946,1.0942,2.0763,0.4399,0.4206,NA,0.9495,0.1447,used for dry weights and condition only
3/16/2022,7.5,B,7.5_B,22.6,244,244,1.1939,2.0846,0.8907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,0.4119,0.5511,0.1392,244,.2/3,0.4196,0.4641,0.0445,0.319683908,1.0744,2.0715,0.4442,0.4289,NA,0.9192,0.1552,used for dry weights and condition only
3/16/2022,7.5,B,7.5_B,22.5,255,255,1.1814,2.1282,0.9468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,0.4111,0.5578,0.1467,255,2,0.4089,0.4644,0.0555,0.378323108,1.149,2.1139,0.4475,0.4219,NA,0.9819,0.1671,
3/16/2022,7.5,B,7.5_B,29,438,438,1.0929,1.6174,0.5245,0.3963,0.4325,0.0362,0.401,0.0047,0.4108,0.4357,0.0249,0.4136,0.0028,NA,NA,NA,0.0611,NA,NA,0.3944,0.4009,0.0065,0.106382979,0.5921,1.6069,NA,0.395,NA,0.5221,0.07,
3/16/2022,7.5,B,7.5_B,21.625,439,439,1.0941,1.8865,0.7924,0.401,0.4574,0.0564,0.4077,0.0067,0.4119,0.4559,0.044,0.4166,0.0047,NA,NA,NA,0.1004,NA,NA,0.3998,0.4423,0.0425,0.423306773,0.9353,1.8727,NA,0.4054,NA,0.7956,0.1397,
3/16/2022,7.5,B,7.5_B,18.125,440,440,1.0918,1.4515,0.3597,0.3928,0.4195,0.0267,0.3959,0.0031,0.4121,0.4271,0.015,0.4143,0.0022,NA,NA,NA,0.0417,NA,NA,0.3916,0.3946,0.003,0.071942446,0.4044,1.4436,NA,0.3918,NA,0.3573,0.0471,
3/16/2022,7.5,B,7.5_B,23.55,441,441,1.0998,2.0186,0.9188,0.3975,0.4637,0.0662,0.4067,0.0092,0.4085,0.466,0.0575,0.4152,0.0067,NA,NA,NA,0.1237,NA,NA,0.3986,0.419,0.0204,0.164915117,1.0629,2.0014,NA,0.4012,NA,0.9201,0.1428,
3/16/2022,7.5,B,7.5_B,18.4,442,442,1.1016,1.4805,0.3789,0.3943,0.4213,0.027,0.3973,0.003,0.4104,0.4278,0.0174,0.4127,0.0023,NA,NA,NA,0.0444,NA,NA,0.3977,0.4002,0.0025,0.056306306,0.4258,1.4725,NA,0.3978,NA,0.3763,0.0495,
3/16/2022,7.5,C,7.5_C,27.8,245,245,1.158,2.7516,1.5936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,0.4148,0.6148,0.2,245,3,0.4104,0.4989,0.0885,0.4425,1.8821,2.7246,0.465,0.4275,NA,1.6339,0.2482,used for dry weights and condition only
3/16/2022,7.5,C,7.5_C,23.8,246,246,1.1653,2.1246,0.9593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,0.4093,0.5601,0.1508,246,2,0.4143,0.4603,0.046,0.305039788,1.1561,2.1081,0.4394,0.4238,NA,0.9824,0.1737,used for dry weights and condition only
3/16/2022,7.5,C,7.5_C,21.8,247,247,1.1677,1.946,0.7783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,0.4108,0.5231,0.1123,247,2,0.4119,0.4429,0.031,0.276046305,0.9216,1.9348,0.4341,0.4182,NA,0.7967,0.1249,used for dry weights and condition only
3/16/2022,7.5,C,7.5_C,21.3,258,258,1.172,1.9941,0.8221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,0.4131,0.5306,0.1175,258,NA,0.4093,0.4438,0.0345,0.293617021,0.9741,1.9778,0.4391,0.417,NA,0.8395,0.1346,
3/16/2022,7.5,C,7.5_C,21,426,426,1.1782,1.891,0.7128,0.4123,0.4622,0.0499,0.4181,0.0058,0.4095,0.4435,0.034,0.413,0.0035,NA,NA,NA,0.0839,NA,NA,0.3947,0.3993,0.0046,0.054827175,0.8013,1.8772,NA,0.3951,NA,0.7087,0.0926,
3/16/2022,7.5,C,7.5_C,21.775,427,427,1.1976,1.9583,0.7607,0.4135,0.4689,0.0554,0.4206,0.0071,0.3974,0.4409,0.0435,0.4025,0.0051,NA,NA,NA,0.0989,NA,NA,0.3966,0.4322,0.0356,0.359959555,0.8952,1.9444,NA,0.401,NA,0.7634,0.1318,
3/16/2022,7.5,C,7.5_C,22.325,428,428,1.1765,2.0236,0.8471,0.4108,0.4708,0.06,0.4184,0.0076,0.3937,0.4398,0.0461,0.3992,0.0055,NA,NA,NA,0.1061,NA,NA,0.3966,0.4161,0.0195,0.183788878,0.9727,2.0062,NA,0.3991,NA,0.8453,0.1274,
3/16/2022,7.5,C,7.5_C,13.925,429,429,1.1812,1.4061,0.2249,0.4124,0.4228,0.0104,0.4135,0.0011,0.3951,0.4063,0.0112,0.3961,0.001,NA,NA,NA,0.0216,NA,NA,0.3963,0.3963,0,0,0.2465,1.4014,NA,0.3963,NA,0.2223,0.0242,
3/16/2022,7.5,C,7.5_C,18.2,430,430,1.1875,1.6159,0.4284,0.4102,0.4383,0.0281,0.4133,0.0031,0.3976,0.4214,0.0238,0.4,0.0024,NA,NA,NA,0.0519,NA,NA,0.3995,0.4003,0.0008,0.015414258,0.4811,1.6064,NA,0.3994,NA,0.4243,0.0568,
3/16/2022,7.5,C,7.5_C,17.05,431,431,1.1917,1.5149,0.3232,0.4171,0.4399,0.0228,0.4199,0.0028,0.4008,0.4102,0.0094,0.4013,0.0005,NA,NA,NA,0.0322,NA,NA,0.396,0.3973,0.0013,0.040372671,0.3567,1.5081,NA,0.3958,NA,0.3195,0.0372,
3/16/2022,7.5,D,7.5_D,24.1,248,248,1.1911,2.1571,0.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,0.4087,0.5459,0.1372,248,2,0.4062,0.4357,0.0295,0.215014577,1.1327,2.1409,0.4404,0.4123,NA,0.9876,0.1451,used for dry weights and condition only
3/16/2022,7.5,D,7.5_D,25.5,250,250,1.1867,2.4357,1.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0.4153,0.5892,0.1739,250,2,0.4081,0.4409,0.0328,0.188614146,1.4557,2.3592,0.4569,0.4155,NA,1.2215,0.2342,
3/16/2022,7.5,D,7.5_D,19.5,252,252,1.1676,1.7584,0.5908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,0.4204,0.5009,0.0805,252,2,0.4106,0.422,0.0114,0.141614907,0.6827,1.7483,0.437,0.4128,NA,0.5995,0.0832,
3/16/2022,7.5,D,7.5_D,26.45,270,270,1.1679,2.5745,1.4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,0.4198,0.6086,0.1888,270,2,0.4085,0.5285,0.12,0.63559322,1.7154,2.553,0.466,0.4359,NA,1.4587,0.2567,
3/16/2022,7.5,D,7.5_D,25.2,432,432,1.1827,2.2751,1.0924,0.4147,0.4939,0.0792,0.4257,0.011,0.3978,0.4518,0.054,0.4042,0.0064,NA,NA,NA,0.1332,NA,NA,0.3982,0.4291,0.0309,0.231981982,1.2565,2.2543,NA,0.4018,NA,1.0926,0.1639,
3/16/2022,7.5,D,7.5_D,14.925,433,433,1.1094,1.4456,0.3362,0.3956,0.415,0.0194,0.3984,0.0028,0.4205,0.4352,0.0147,0.4223,0.0018,NA,NA,NA,0.0341,NA,NA,0.3924,0.3943,0.0019,0.055718475,0.3722,1.4393,NA,0.3925,NA,0.3346,0.0376,
3/16/2022,7.5,D,7.5_D,19.2,434,434,1.0959,1.6311,0.5352,0.3986,0.4345,0.0359,0.4035,0.0049,0.4161,0.4416,0.0255,0.4188,0.0027,NA,NA,NA,0.0614,NA,NA,0.3956,0.409,0.0134,0.218241042,0.61,1.6205,NA,0.3972,NA,0.5338,0.0762,
3/16/2022,7.5,D,7.5_D,21.1,435,435,1.099,1.7027,0.6037,0.3994,0.4487,0.0493,0.4051,0.0057,0.4191,0.4459,0.0268,0.4222,0.0031,NA,NA,NA,0.0761,NA,NA,0.3663,0.4121,0.0458,0.601839685,0.7256,1.6904,NA,0.3981,NA,0.632,0.0936,
3/16/2022,7.5,D,7.5_D,19.5,436,436,1.1072,1.7113,0.6041,0.3936,0.4391,0.0455,0.3991,0.0055,0.4087,0.436,0.0273,0.4121,0.0034,NA,NA,NA,0.0728,NA,NA,0.3957,0.4121,0.0164,0.225274725,0.6933,1.6998,NA,0.3975,NA,0.6033,0.09,
3/16/2022,7.5,D,7.5_D,23.85,437,437,1.1042,1.8053,0.7011,0.402,0.4624,0.0604,0.4105,0.0085,0.4117,0.4495,0.0378,0.4154,0.0037,NA,NA,NA,0.0982,NA,NA,0.3921,0.4273,0.0352,0.358452138,0.8345,1.7919,NA,0.3959,NA,0.7037,0.1308,
3/16/2022,7.5,E,7.5_E,24.9,261,261,1.169,2.3425,1.1735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,0.406,0.5652,0.1592,261,2,0.4097,0.4263,0.0166,0.104271357,1.3493,2.3207,0.4525,0.414,NA,1.2025,0.1468,
3/16/2022,7.5,E,7.5_E,24.6,268,268,1.1871,2.2654,1.0783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,0.4149,0.5704,0.1555,268,.2/3,0.4111,0.4439,0.0328,0.210932476,1.2666,2.2453,0.4588,0.4194,NA,1.1104,0.1562,
3/16/2022,7.5,E,7.5_E,24.3,277,277,1.1941,2.3401,1.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,0.4089,0.5517,0.1428,277,.2/3,0.4134,0.4814,0.068,0.476190476,1.3568,2.3206,0.4728,0.4442,NA,1.2212,0.1356,
3/16/2022,7.5,E,7.5_E,24.3,279,279,1.1846,2.5143,1.3297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,0.4171,0.5916,0.1745,279,2,0.413,0.4577,0.0447,0.256160458,1.5489,2.4954,0.4802,0.4282,NA,1.3891,0.1598,
3/16/2022,7.5,E,7.5_E,25.7,420,420,1.1972,2.3773,1.1801,0.4122,0.4787,0.0665,0.4212,0.009,0.4008,0.4662,0.0654,0.4083,0.0075,NA,NA,NA,0.1319,NA,NA,0.4042,0.4485,0.0443,0.3358605,1.3563,2.3551,NA,0.4096,NA,1.1798,0.1765,
3/16/2022,7.5,E,7.5_E,21.9,421,421,1.1823,2.101,0.9187,0.4127,0.4671,0.0544,0.4198,0.0071,0.3956,0.4425,0.0469,0.4003,0.0047,NA,NA,NA,0.1013,NA,NA,0.3959,0.4139,0.018,0.17769003,1.038,2.0838,NA,0.3978,NA,0.9152,0.1228,
3/16/2022,7.5,E,7.5_E,21.2,422,422,1.1898,1.9271,0.7373,0.4121,0.4554,0.0433,0.418,0.0059,0.3976,0.4364,0.0388,0.4018,0.0042,NA,NA,NA,0.0821,NA,NA,0.398,0.4207,0.0227,0.276492083,0.8421,1.9114,NA,0.4007,NA,0.7344,0.1077,
3/16/2022,7.5,E,7.5_E,20.55,423,423,1.2017,1.7896,0.5879,0.4138,0.4548,0.041,0.4195,0.0057,0.3996,0.429,0.0294,0.4024,0.0028,NA,NA,NA,0.0704,NA,NA,0.3893,0.3955,0.0062,0.088068182,0.6645,1.7785,NA,0.39,NA,0.586,0.0785,
3/16/2022,7.5,E,7.5_E,16.35,424,424,1.2004,1.5365,0.3361,0.4124,0.4361,0.0237,0.416,0.0036,0.3962,0.4084,0.0122,0.3974,0.0012,NA,NA,NA,0.0359,NA,NA,0.3964,0.3964,0,0,0.372,1.5301,NA,0.3963,NA,0.3344,0.0376,
3/16/2022,7.5,E,7.5_E,20.2,425,425,1.168,1.724,0.556,0.409,0.4361,0.0271,0.4127,0.0037,0.3978,0.432,0.0342,0.4017,0.0039,NA,NA,NA,0.0613,NA,NA,0.3967,0.3996,0.0029,0.04730832,0.6202,1.7131,NA,0.3967,NA,0.5527,0.0675,
3/16/2022,7.5,F,7.5_F,24.1,264,264,1.1616,2.4084,1.2468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,0.4118,0.5704,0.1586,264,2,0.4126,0.4691,0.0565,0.356242119,1.4619,2.3877,0.4508,0.4241,NA,1.2766,0.1853,
3/16/2022,7.5,F,7.5_F,22.1,271,271,1.1722,1.9814,0.8092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,0.4197,0.5239,0.1042,271,2,0.4158,0.4316,0.0158,0.151631478,0.9292,1.9667,0.4563,0.4219,NA,0.8372,0.092,
3/16/2022,7.5,F,7.5_F,NA,281,281,1.1797,2.237,1.0573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,0.4228,0.561,0.1382,281,3,0.412,0.4456,0.0336,0.243125904,1.2291,2.2186,0.4675,0.4219,NA,1.0935,0.1356,
3/16/2022,7.5,F,7.5_F,19.7,282,282,1.1849,1.5819,0.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,0.4085,0.4633,0.0548,282,0,0.4106,NA,0,0,0.4518,1.5753,0.4258,0.4107,NA,0.4078,0.0441,no gonad taken just shell and tissue for total AFDW
3/16/2022,7.5,F,7.5_F,18.4,443,443,1.1044,1.6278,0.5234,0.3976,0.4342,0.0366,0.4015,0.0039,0.4069,0.4347,0.0278,0.4098,0.0029,NA,NA,NA,0.0644,NA,NA,0.3925,0.4076,0.0151,0.23447205,0.6029,1.6172,NA,0.3943,NA,0.5214,0.0815,
3/16/2022,7.5,F,7.5_F,17.35,444,444,1.1086,1.5411,0.4325,0.401,0.435,0.034,0.4049,0.0039,0.4132,0.439,0.0258,0.4166,0.0034,NA,NA,NA,0.0598,NA,NA,0.3922,0.3971,0.0049,0.081939799,0.4972,1.5328,NA,0.3929,NA,0.4322,0.065,
3/16/2022,7.5,F,7.5_F,15.85,445,445,1.1068,1.3666,0.2598,0.3991,0.4195,0.0204,0.4018,0.0027,0.42,0.4303,0.0103,0.4212,0.0012,NA,NA,NA,0.0307,NA,NA,0.4003,0.401,0.0007,0.022801303,0.2912,1.3605,NA,0.4003,NA,0.2576,0.0336,
3/16/2022,7.5,F,7.5_F,15.675,446,446,1.1117,1.3858,0.2741,0.4007,0.4215,0.0208,0.4032,0.0025,0.4095,0.4193,0.0098,0.4106,0.0011,NA,NA,NA,0.0306,NA,NA,0.3935,0.3941,0.0006,0.019607843,0.3053,1.3806,NA,0.3935,NA,0.2725,0.0328,
3/16/2022,7.5,F,7.5_F,29.7,447,447,1.0986,1.7068,0.6082,0.3997,0.4501,0.0504,0.4061,0.0064,0.4115,0.4403,0.0288,0.4156,0.0041,NA,NA,NA,0.0792,NA,NA,0.3948,0.4067,0.0119,0.150252525,0.6993,1.6944,NA,0.3965,NA,0.608,0.0913,
3/16/2022,7.5,F,7.5_F,11,448,448,1.1097,1.2209,0.1112,0.3978,0.406,0.0082,0.3986,0.0008,0.414,0.416,0.002,0.4142,0.0002,NA,NA,NA,0.0102,NA,NA,0.4023,0.4024,1.00E-04,0.009803922,0.1215,1.2183,NA,0.4024,NA,0.1097,0.0118,
3/16/2022,7.5,G,7.5_G,24.6,266,266,1.1846,2.2409,1.0563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,0.4127,0.5779,0.1652,266,2,0.4091,0.4511,0.042,0.254237288,1.2635,2.2229,0.4637,0.4223,NA,1.1025,0.161,
3/16/2022,7.5,G,7.5_G,16.1,276,276,1.1742,1.4997,0.3255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,0.4123,0.4582,0.0459,276,0/1,0.4192,0.4204,0.0012,0.026143791,0.3726,1.4935,0.4255,0.4193,NA,0.3326,0.04,
3/16/2022,7.5,G,7.5_G,21.5,283,283,1.1897,1.9783,0.7886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,0.413,0.5269,0.1139,283,.2/3,0.417,0.4727,0.0557,0.489025461,0.9582,1.9633,0.4629,0.4427,NA,0.8492,0.109,
3/16/2022,7.5,G,7.5_G,19.3,285,285,1.1767,1.6321,0.4554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,0.414,0.4714,0.0574,285,1,0.4122,0.4159,0.0037,0.06445993,0.5165,1.6231,0.4312,0.4132,NA,0.4646,0.0519,
3/16/2022,7.5,H,7.5_H,24.2,269,269,1.1848,2.1976,1.0128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,0.4135,0.5316,0.1181,269,2,0.4133,0.4591,0.0458,0.387806943,1.1767,2.1837,0.4464,0.4254,NA,1.0439,0.1328,
3/16/2022,7.5,H,7.5_H,22.6,280,280,1.1684,2.0869,0.9185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,0.4136,0.5295,0.1159,280,3,0.4101,0.4444,0.0343,0.29594478,1.0687,2.072,0.4553,0.4254,NA,0.9606,0.1081,
3/16/2022,7.5,H,7.5_H,23.55,284,284,1.1819,2.1383,0.9564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,0.4173,0.5436,0.1263,284,3,0.4194,0.4406,0.0212,0.167854315,1.1039,2.1214,0.4649,0.426,NA,0.9937,0.1102,
3/16/2022,7.5,H,7.5_H,22.6,286,286,1.1851,2.03,0.8449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,0.4113,0.5326,0.1213,286,3,0.4153,0.4474,0.0321,0.264633141,0.9983,2.0144,0.4473,0.4246,NA,0.8746,0.1237,
3/16/2022,7.5,H,7.5_H,16.35,449,449,1.1024,1.4985,0.3961,0.3942,0.4151,0.0209,0.3966,0.0024,0.4136,0.43,0.0164,0.4156,0.002,NA,NA,NA,0.0373,NA,NA,0.3909,0.4018,0.0109,0.292225201,0.4443,1.4901,NA,0.3924,NA,0.3936,0.0507,
3/16/2022,7.5,H,7.5_H,22.45,450,450,1.1121,2.0239,0.9118,0.3965,0.4519,0.0554,0.4034,0.0069,0.4096,0.455,0.0454,0.4146,0.005,NA,NA,NA,0.1008,NA,NA,0.3976,0.432,0.0344,0.341269841,1.047,2.0068,NA,0.4014,NA,0.9104,0.1366,
3/16/2022,7.5,H,7.5_H,23,451,451,1.1092,2.0449,0.9357,0.3954,0.4524,0.057,0.4039,0.0085,0.4154,0.4509,0.0355,0.4198,0.0044,NA,NA,NA,0.0925,NA,NA,0.4026,0.439,0.0364,0.393513514,1.0646,2.0275,NA,0.4072,NA,0.9358,0.1288,
3/16/2022,7.5,H,7.5_H,22.95,452,452,1.109,2.0039,0.8949,0.3977,0.4568,0.0591,0.4059,0.0082,0.4092,0.4546,0.0454,0.4145,0.0053,NA,NA,NA,0.1045,NA,NA,0.3917,0.4349,0.0432,0.413397129,1.0426,1.986,NA,0.3969,NA,0.8957,0.1469,
3/16/2022,7.5,H,7.5_H,20.45,453,453,1.1084,1.8133,0.7049,0.3996,0.4418,0.0422,0.4044,0.0048,0.4179,0.4492,0.0313,0.4212,0.0033,NA,NA,NA,0.0735,NA,NA,0.3969,0.4281,0.0312,0.424489796,0.8096,1.8,NA,0.4006,NA,0.7034,0.1062,
3/16/2022,7.5,H,7.5_H,16.25,454,454,1.1129,1.4392,0.3263,0.4012,0.4232,0.022,0.4037,0.0025,0.4106,0.4244,0.0138,0.4125,0.0019,NA,NA,NA,0.0358,NA,NA,0.3973,0.3982,0.0009,0.025139665,0.363,1.4334,NA,0.3973,NA,0.3249,0.0381,
3/16/2022,8,A,8_A,25.6,223,223,1.169,2.5414,1.3724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,0.4062,0.5699,0.1637,223,2,0.4222,0.463,0.0408,0.249236408,1.5769,2.5191,0.4512,0.4317,NA,1.4046,0.1723,used for dry weights and condition only
3/16/2022,8,A,8_A,23.8,224,224,1.1763,2.0878,0.9115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,0.4128,0.4968,0.084,224,1,0.4049,0.4621,0.0572,0.680952381,1.0527,2.0734,0.4352,0.4172,NA,0.9318,0.1209,used for dry weights and condition only
3/16/2022,8,A,8_A,22.3,225,225,1.1847,1.9644,0.7797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,0.4035,0.5094,0.1059,225,2,0.4172,0.4632,0.046,0.434372049,0.9316,1.9513,0.4362,0.4266,NA,0.8087,0.1229,used for dry weights and condition only
3/16/2022,8,A,8_A,24.75,226,226,1.1681,2.2818,1.1137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,0.4096,0.5602,0.1506,226,2,0.4105,0.4646,0.0541,0.359229748,1.3184,2.2621,0.4497,0.4215,NA,1.1451,0.1733,used for dry weights and condition only
3/16/2022,8,A,8_A,19.4,461,461,1.1015,1.6865,0.585,0.3895,0.4295,0.04,0.3967,0.0072,0.4072,0.4302,0.023,0.4096,0.0024,NA,NA,NA,0.063,NA,NA,0.3933,0.3943,0.001,0.015873016,0.649,1.6772,NA,0.3932,NA,0.5852,0.0638,
3/16/2022,8,A,8_A,21,462,462,1.01,1.8544,0.8444,0.3941,0.4525,0.0584,0.4044,0.0103,0.4049,0.4505,0.0456,0.4101,0.0052,NA,NA,NA,0.104,NA,NA,0.4035,0.4289,0.0254,0.244230769,0.9738,1.8408,NA,0.4072,NA,0.85,0.1238,
3/16/2022,8,A,8_A,20.4,463,463,1.114,1.7524,0.6384,0.3962,0.4489,0.0527,0.4053,0.0091,0.4122,0.449,0.0368,0.4171,0.0049,NA,NA,NA,0.0895,NA,NA,0.3983,0.4111,0.0128,0.14301676,0.7407,1.7397,NA,0.3998,NA,0.6412,0.0995,
3/16/2022,8,A,8_A,22.35,464,464,1.1142,2,0.8858,0.3955,0.4499,0.0544,0.4049,0.0094,0.4104,0.463,0.0526,0.4171,0.0067,NA,NA,NA,0.107,NA,NA,0.4013,0.4301,0.0288,0.269158879,1.0216,1.9801,NA,0.4053,NA,0.886,0.1356,
