Date_sampled,pH,Tank_Replicate,pH_Replicate,Shell_length_mm,New_tin_ID,Shell_Tin_ID,Shell_Tin_Weight_g,Dry_Shell_Tin_Weight_g,Dry_Shell_weight_g,Somatic_Tissue_Tin_Weight_g,Tin_Dry_Somatic_Tissue_g,Dry_Somatic_Tissue_g,Ash_Tin_Somatic_Dry_Weight_g,Ash_Inorganic_ Somatic_Weight_g,Adductor_Tin_Weight_g,Tin_Dry_Adductor_Tissue_g,Dry_Adductor_Tissue_g,Ash_Tin_Aductor_Dry_Weight_g,Ash_Inorganic_ Adductor_Weight_g,Tissue_Tin_ID,Tissue_Tin_Weight_g,Dry_Tissue_Tin_Weight_g,Dry_Tissue_weight_g,Gonad_Tin_ID,Gonad_stage,Gonad_Tin_Weight_g,Dry_Gonad_Tin_Weight_g,Dry_Gonad_weight_g,Gonad_Index_Gonad:Soma,Whole_animal_dry_weight_g,Shell_ash_weight_g_with_tin,Tissue_ash_weight_with_g_tin,Gonad_ash_weight_g_with_tin,Total_ash_weight_g_with_tin,Total_ash_weight_g,TotalAFDW_g,notes
12/2/2021,7.5,C,7.5_C,5,30,4C6,1.2664,1.275,0.0086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C6,0.414,0.4148,0.0008,NA,NA,NA,NA,NA,NA,0.0094,NA,NA,NA,0.423,,0.0004,used for dry weights and condition only
12/2/2021,7.5,D,7.5_D,20.8,51,5B3,1.2623,1.8023,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B3,0.4149,0.4821,0.0672,NA,NA,NA,NA,NA,NA,0.6072,NA,NA,NA,0.9637,,0.0584,used for dry weights and condition only
12/2/2021,7.5,D,7.5_D,18.9,52,5B4,1.2761,1.607,0.3309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B4,0.4155,0.4649,0.0494,NA,NA,NA,NA,NA,NA,0.3803,NA,NA,NA,0.7539,,0.0419,used for dry weights and condition only
12/2/2021,7.5,D,7.5_D,17.2,53,5B5,1.2661,1.5631,0.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B5,0.4222,0.4549,0.0327,NA,NA,NA,NA,NA,NA,0.3297,NA,NA,NA,0.7237,,0.0282,used for dry weights and condition only
12/2/2021,7.5,D,7.5_D,11.1,54,5B6,1.2715,1.3506,0.0791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B6,0.4126,0.4222,0.0096,NA,NA,NA,NA,NA,NA,0.0887,NA,NA,NA,0.4929,,0.0084,used for dry weights and condition only
12/2/2021,7.5,D,7.5_D,12.1,55,5B7,1.2713,1.366,0.0947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B7,0.4093,0.4232,0.0139,NA,NA,NA,NA,NA,NA,0.1086,NA,NA,NA,0.5068,,0.0111,used for dry weights and condition only
12/2/2021,7.5,D,7.5_D,11.6,56,5B8,1.2583,1.3434,0.0851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B8,0.4143,0.4227,0.0084,NA,NA,NA,NA,NA,NA,0.0935,NA,NA,NA,0.5011,,0.0067,used for dry weights and condition only
12/2/2021,7.5,D,7.5_D,10.1,57,5B9,1.2698,1.3343,0.0645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B9,0.4108,0.4195,0.0087,NA,NA,NA,NA,NA,NA,0.0732,NA,NA,NA,0.4773,,0.0067,used for dry weights and condition only
12/2/2021,7.5,D,7.5_D,5.3,58,5B10,1.2835,1.2913,0.0078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B10,0.4103,0.4103,0,NA,NA,NA,NA,NA,NA,0.0078,NA,NA,NA,0.4185,,-0.0004,"used for dry weights and condition only, zero (dry tissue - tin)"
12/2/2021,7.5,D,7.5_D,5,59,5B11,1.2604,1.2678,0.0074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B11,0.4154,0.4156,0.0002,NA,NA,NA,NA,NA,NA,0.0076,NA,NA,NA,0.4233,,-0.0003,used for dry weights and condition only
12/2/2021,7.5,D,7.5_D,5.3,60,5B12,1.2715,1.2781,0.0066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B12,0.4098,0.41,0.0002,NA,NA,NA,NA,NA,NA,0.0068,NA,NA,NA,0.4174,,-0.0008,used for dry weights and condition only
12/2/2021,8,A,8_A,21.9,31,4C7,1.2648,1.8794,0.6146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C7,0.411,0.4901,0.0791,NA,NA,NA,NA,NA,NA,0.6937,NA,NA,NA,1.0589,,0.0458,used for dry weights and condition only
12/2/2021,8,A,8_A,20.2,32,4C8,1.2713,1.7561,0.4848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C8,0.4157,0.4797,0.064,NA,NA,NA,NA,NA,NA,0.5488,NA,NA,NA,0.9226,,0.0419,used for dry weights and condition only
12/2/2021,8,A,8_A,15,33,4C9,1.2677,1.4725,0.2048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C9,0.4105,0.4392,0.0287,NA,NA,NA,NA,NA,NA,0.2335,NA,NA,NA,0.625,,0.019,used for dry weights and condition only
12/2/2021,8,A,8_A,10.2,34,4C10,1.287,1.355,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C10,0.4133,0.4227,0.0094,NA,NA,NA,NA,NA,NA,0.0774,NA,NA,NA,0.4834,,0.0073,used for dry weights and condition only
12/2/2021,8,A,8_A,10.9,35,4C11,1.2904,1.365,0.0746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C11,0.4162,0.4267,0.0105,NA,NA,NA,NA,NA,NA,0.0851,NA,NA,NA,0.4914,,0.0099,used for dry weights and condition only
12/2/2021,8,A,8_A,10.9,36,4C12,1.2652,1.3334,0.0682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C12,0.4177,0.428,0.0103,NA,NA,NA,NA,NA,NA,0.0785,NA,NA,NA,0.4911,,0.0051,used for dry weights and condition only
12/2/2021,8,A,8_A,12.3,37,5A1,1.1803,1.3144,0.1341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5A1,0.414,0.4303,0.0163,NA,NA,NA,NA,NA,NA,0.1504,NA,NA,NA,0.5543,,0.0101,used for dry weights and condition only
12/2/2021,8,A,8_A,5.4,38,5A2,1.2752,1.2856,0.0104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5A2,0.4105,0.4116,0.0011,NA,NA,NA,NA,NA,NA,0.0115,NA,NA,NA,0.4211,,0.0009,used for dry weights and condition only
12/2/2021,8,A,8_A,5.8,39,5A3,1.2735,1.2849,0.0114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5A3,0.4136,0.4142,0.0006,NA,NA,NA,NA,NA,NA,0.012,NA,NA,NA,0.4248,,0.0008,used for dry weights and condition only
12/2/2021,8,A,8_A,3.9,40,5A4,1.27,1.28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5A4,0.41,0.41,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.42,,-0.01,used for dry weights and condition only
12/2/2021,8,B,8_B,3.6,11,4A11,1.1822,1.1849,0.0027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A11,0.4136,0.4129,-0.0007,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,0.4176,,-0.002,"used for dry weights and condition only, negative (dry tissue - tin)"
12/2/2021,8,B,8_B,4.8,13,4B1,1.183,1.1902,0.0072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B1,0.4179,0.4187,0.0008,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,0.4265,,-0.0006,used for dry weights and condition only
12/2/2021,8,B,8_B,4.8,14,4B2,1.1857,1.1931,0.0074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B2,0.4137,0.4136,-1.00E-04,NA,NA,NA,NA,NA,NA,7.30E-03,NA,NA,NA,0.4208,,0.0002,"used for dry weights and condition only, negative (dry tissue - tin) - labeled 'not good' by Genevieve"
12/2/2021,8,B,8_B,14.2,16,4B4,1.182,1.3758,0.1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B4,0.4145,0.4398,0.0253,NA,NA,NA,NA,NA,NA,0.2191,NA,NA,NA,0.612,,0.0216,used for dry weights and condition only
12/2/2021,8,B,8_B,10.7,17,4B5,1.171,1.252,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B5,0.4132,0.4235,0.0103,NA,NA,NA,NA,NA,NA,0.0913,NA,NA,NA,0.4957,,0.0088,used for dry weights and condition only
12/2/2021,8,B,8_B,10.7,18,4B6,1.1834,1.2512,0.0678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B6,0.4087,0.4181,0.0094,NA,NA,NA,NA,NA,NA,0.0772,NA,NA,NA,0.4784,,0.0075,used for dry weights and condition only
12/2/2021,8,B,8_B,9.8,19,4B7,1.1695,1.2235,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B7,0.4191,0.43,0.0109,NA,NA,NA,NA,NA,NA,0.0649,NA,NA,NA,0.4726,,0.0114,used for dry weights and condition only
12/2/2021,8,B,8_B,7.9,22,4B10,1.1686,1.2026,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B10,0.4182,0.4226,0.0044,NA,NA,NA,NA,NA,NA,0.0384,NA,NA,NA,0.4528,,0.0038,used for dry weights and condition only
12/2/2021,8,B,8_B,20.7,23,4B11,1.1855,1.7206,0.5351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B11,0.4074,0.4772,0.0698,NA,NA,NA,NA,NA,NA,0.6049,NA,NA,NA,0.955,,0.0573,used for dry weights and condition only
12/2/2021,8,B,8_B,19,24,4B12,1.1829,1.5537,0.3708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B12,0.4122,0.4747,0.0625,NA,NA,NA,NA,NA,NA,0.4333,NA,NA,NA,0.795,,0.0505,used for dry weights and condition only
12/2/2021,8,C,8_C,18.6,1,4A1,1.1858,1.608,0.4222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A1,0.4128,0.4648,0.052,NA,NA,NA,NA,NA,NA,0.4742,NA,NA,NA,0.8422,,0.0448,used for dry weights and condition only
12/2/2021,8,C,8_C,18.1,2,4A2,1.1737,1.55,0.3763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A2,0.4156,0.4543,0.0387,NA,NA,NA,NA,NA,NA,0.415,NA,NA,NA,0.7984,,0.0322,used for dry weights and condition only
12/2/2021,8,C,8_C,14.1,3,4A3,1.1745,1.3455,0.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A3,0.4193,0.4416,0.0223,NA,NA,NA,NA,NA,NA,0.1933,NA,NA,NA,0.593,,0.0196,used for dry weights and condition only
12/2/2021,8,C,8_C,11.5,4,4A4,1.1805,1.2877,0.1072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A4,0.4112,0.4242,0.013,NA,NA,NA,NA,NA,NA,0.1202,NA,NA,NA,0.5195,,0.0119,used for dry weights and condition only
12/2/2021,8,C,8_C,10.6,5,4A5,1.188,1.2674,0.0794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A5,0.4114,0.4212,0.0098,NA,NA,NA,NA,NA,NA,0.0892,NA,NA,NA,0.4913,,0.0093,used for dry weights and condition only
12/2/2021,8,C,8_C,11,6,4A6,1.1643,1.265,0.1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A6,0.4175,0.4256,0.0081,NA,NA,NA,NA,NA,NA,0.1088,NA,NA,NA,0.5175,,0.0088,used for dry weights and condition only
12/2/2021,8,C,8_C,10.4,7,4A7,1.1717,1.2394,0.0677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A7,0.4092,0.4153,0.0061,NA,NA,NA,NA,NA,NA,0.0738,NA,NA,NA,0.4774,,0.0056,used for dry weights and condition only
12/2/2021,8,C,8_C,5.8,8,4A8,1.1813,1.1963,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A8,0.4206,0.4219,0.0013,NA,NA,NA,NA,NA,NA,0.0163,NA,NA,NA,0.4365,,0.0004,used for dry weights and condition only
12/2/2021,8,C,8_C,5.1,9,4A9,1.1833,1.1922,0.0089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A9,0.4131,0.4138,0.0007,NA,NA,NA,NA,NA,NA,0.0096,NA,NA,NA,0.4226,,0.0001,used for dry weights and condition only
12/2/2021,8,C,8_C,5.5,10,4A10,1.1695,1.1802,0.0107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A10,0.4205,0.4216,0.0011,NA,NA,NA,NA,NA,NA,0.0118,NA,NA,NA,0.432,,0.0003,used for dry weights and condition only
12/2/2021,8,D,8_D,21.1,61,5C1,1.295,1.7794,0.4844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C1,0.4142,0.4787,0.0645,NA,NA,NA,NA,NA,NA,0.5489,NA,NA,NA,0.9076,,0.0555,used for dry weights and condition only
12/2/2021,8,D,8_D,18.9,62,5C2,1.2826,1.6073,0.3247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C2,0.4135,0.4613,0.0478,NA,NA,NA,NA,NA,NA,0.3725,NA,NA,NA,0.7456,,0.0404,used for dry weights and condition only
12/2/2021,8,D,8_D,18.5,73,6A1,1.2778,1.6297,0.3519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A1,0.4155,0.4676,0.0521,NA,NA,NA,NA,NA,NA,0.404,NA,NA,NA,0.7845,,0.035,used for dry weights and condition only
12/2/2021,8,D,8_D,14.3,74,6A2,1.2699,1.4152,0.1453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A2,0.4138,0.4347,0.0209,NA,NA,NA,NA,NA,NA,0.1662,NA,NA,NA,NA,,NA,error - dropped
12/2/2021,8,D,8_D,13.3,75,6A3,1.2744,1.4201,0.1457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A3,0.4147,0.4322,0.0175,NA,NA,NA,NA,NA,NA,0.1632,NA,NA,NA,NA,,NA,error - dropped
12/2/2021,8,D,8_D,11.2,76,6A4,1.2704,1.3673,0.0969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A4,0.4168,0.4289,0.0121,NA,NA,NA,NA,NA,NA,0.109,NA,NA,NA,0.5002,,0.0256,used for dry weights and condition only
12/2/2021,8,D,8_D,11.1,77,6A5,1.2777,1.3625,0.0848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A5,0.4109,0.4192,0.0083,NA,NA,NA,NA,NA,NA,0.0931,NA,NA,NA,NA,,NA,error - dropped
12/2/2021,8,D,8_D,5.7,78,6A6,1.2901,1.2853,-0.0048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A6,0.4119,0.4129,0.001,NA,NA,NA,NA,NA,NA,-0.0038,NA,NA,NA,NA,,NA,"used for dry weights and condition only, negative"
12/2/2021,8,D,8_D,5.9,79,6A7,1.2689,1.2836,0.0147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A7,0.415,0.4164,0.0014,NA,NA,NA,NA,NA,NA,0.0161,NA,NA,NA,NA,,NA,error - dropped
12/2/2021,8,D,8_D,6.7,80,6A8,1.2804,1.2873,0.0069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A8,0.4131,0.4139,0.0008,NA,NA,NA,NA,NA,NA,0.0077,NA,NA,NA,NA,,NA,error - dropped
2/2/2022,7.5,A,7.5_A,14.9,81,81,1.2687,1.5134,0.2447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,0.411,0.45,0.039,NA,NA,NA,NA,NA,NA,0.2837,NA,NA,NA,0.6535,,0.0412,scallops used for RR and CR
2/2/2022,7.5,A,7.5_A,13.7,95,95,1.2565,1.4474,0.1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,0.4091,0.4417,0.0326,NA,NA,NA,NA,NA,NA,0.2235,NA,NA,NA,0.6043,,0.0283,used for dry weights and condition only
2/2/2022,7.5,B,7.5_B,13.6,82,82,1.2658,1.4405,0.1747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,0.4082,0.4405,0.0323,NA,NA,NA,NA,NA,NA,0.207,NA,NA,NA,0.5835,,0.0317,scallops used for RR and CR
2/2/2022,7.5,B,7.5_B,13.5,94,94,1.2778,1.4364,0.1586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,0.414,0.4405,0.0265,NA,NA,NA,NA,NA,NA,0.1851,NA,NA,NA,0.5758,,0.0233,used for dry weights and condition only
2/2/2022,7.5,C,7.5_C,14,83,83,1.2766,1.4782,0.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,0.4175,0.4452,0.0277,NA,NA,NA,NA,NA,NA,0.2293,NA,NA,NA,0.6177,,0.0291,scallops used for RR and CR
2/2/2022,7.5,C,7.5_C,15.1,112,112,1.2554,1.4935,0.2381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,0.4148,0.4572,0.0424,NA,NA,NA,NA,NA,NA,0.2805,NA,NA,NA,0.6575,,0.0378,scallops used for RR and CR
2/2/2022,7.5,D,7.5_D,14.75,88,88,1.2738,1.479,0.2052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,0.4121,0.4324,0.0203,NA,NA,NA,NA,NA,NA,0.2255,NA,NA,NA,0.6201,,0.0175,scallops used for RR and CR
2/2/2022,7.5,D,7.5_D,13.5,99,99,1.2656,1.4376,0.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,0.4108,0.4385,0.0277,NA,NA,NA,NA,NA,NA,0.1997,NA,NA,NA,0.5768,,0.0337,used for dry weights and condition only
2/2/2022,7.5,E,7.5_E,13.2,89,89,1.2711,1.4182,0.1471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,0.4112,0.4376,0.0264,NA,NA,NA,NA,NA,NA,0.1735,NA,NA,NA,0.5629,,0.0218,scallops used for RR and CR
2/2/2022,7.5,E,7.5_E,14.1,96,96,1.2757,1.4779,0.2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,0.4173,0.4525,0.0352,NA,NA,NA,NA,NA,NA,0.2374,NA,NA,NA,0.624,,0.0307,used for dry weights and condition only
2/2/2022,7.5,F,7.5_F,13,90,90,1.2673,1.4323,0.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,0.4088,0.4361,0.0273,NA,NA,NA,NA,NA,NA,0.1923,NA,NA,NA,0.5757,,0.0254,scallops used for RR and CR
2/2/2022,7.5,F,7.5_F,13.8,97,97,1.2812,1.4868,0.2056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,0.411,0.4456,0.0346,NA,NA,NA,NA,NA,NA,0.2402,NA,NA,NA,0.624,,0.0272,used for dry weights and condition only
2/2/2022,7.5,G,7.5_G,13.65,98,98,1.2513,1.4525,0.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,0.4126,0.4452,0.0326,NA,NA,NA,NA,NA,NA,0.2338,NA,NA,NA,0.5996,,0.0468,used for dry weights and condition only
2/2/2022,7.5,G,7.5_G,14,110,110,1.2502,1.423,0.1728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,0.4102,0.4464,0.0362,NA,NA,NA,NA,NA,NA,0.209,NA,NA,NA,0.5884,,0.0308,scallops used for RR and CR
2/2/2022,7.5,H,7.5_H,14.6,87,87,1.2937,1.4972,0.2035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,0.4138,0.4457,0.0319,NA,NA,NA,NA,NA,NA,0.2354,NA,NA,NA,0.62,,0.0292,"used for dry weights and condition only, hemolymph extraction attempted"
2/2/2022,7.5,H,7.5_H,13.6,111,111,1.2639,1.4369,0.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,0.4121,0.4445,0.0324,NA,NA,NA,NA,NA,NA,0.2054,NA,NA,NA,0.5888,,0.0287,scallops used for RR and CR
2/2/2022,8,A,8_A,14.35,84,84,1.2599,1.4786,0.2187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,0.4141,0.4476,0.0335,NA,NA,NA,NA,NA,NA,0.2522,NA,NA,NA,0.619,,0.0473,scallops used for RR and CR
2/2/2022,8,A,8_A,13.5,100,100,1.2872,1.4447,0.1575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0.4099,0.4407,0.0308,NA,NA,NA,NA,NA,NA,0.1883,NA,NA,NA,0.5872,,0.011,used for dry weights and condition only
2/2/2022,8,B,8_B,13.8,85,85,1.2857,1.4943,0.2086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,0.4145,0.448,0.0335,NA,NA,NA,NA,NA,NA,0.2421,NA,NA,NA,0.6286,,0.028,scallops used for RR and CR
2/2/2022,8,B,8_B,14.4,102,102,1.2755,1.4849,0.2094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,0.4108,0.4354,0.0246,NA,NA,NA,NA,NA,NA,0.234,NA,NA,NA,0.608,,0.0368,used for dry weights and condition only
2/2/2022,8,C,8_C,14.4,86,86,1.2563,1.4615,0.2052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0.4095,0.443,0.0335,NA,NA,NA,NA,NA,NA,0.2387,NA,NA,NA,0.6212,,0.027,scallops used for RR and CR
2/2/2022,8,C,8_C,14.8,109,109,1.2827,1.5155,0.2328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,0.411,0.4507,0.0397,NA,NA,NA,NA,NA,NA,0.2725,NA,NA,NA,0.6488,,0.0347,scallops used for RR and CR
2/2/2022,8,D,8_D,14,91,91,1.2648,1.472,0.2072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,0.4101,0.4455,0.0354,NA,NA,NA,NA,NA,NA,0.2426,NA,NA,NA,0.6197,,0.033,scallops used for RR and CR
2/2/2022,8,D,8_D,14.3,101,101,1.2705,1.4606,0.1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,0.4074,0.4409,0.0335,NA,NA,NA,NA,NA,NA,0.2236,NA,NA,NA,0.5932,,0.0378,used for dry weights and condition only
2/2/2022,8,E,8_E,14.8,92,92,1.2783,1.5155,0.2372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,0.4129,0.4511,0.0382,NA,NA,NA,NA,NA,NA,0.2754,NA,NA,NA,0.6533,,0.035,scallops used for RR and CR
2/2/2022,8,E,8_E,13.7,103,103,1.2746,1.4399,0.1653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,0.4141,0.4427,0.0286,NA,NA,NA,NA,NA,NA,0.1939,NA,NA,NA,0.5896,,0.0184,used for dry weights and condition only
2/2/2022,8,F,8_F,14.2,93,93,1.2638,1.4582,0.1944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,0.4158,0.4513,0.0355,NA,NA,NA,NA,NA,NA,0.2299,NA,NA,NA,0.6148,,0.0309,scallops used for RR and CR
2/2/2022,8,F,8_F,13.2,106,106,1.2712,1.4527,0.1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,0.4146,0.4465,0.0319,NA,NA,NA,NA,NA,NA,0.2134,NA,NA,NA,0.6053,,0.0227,"used for dry weights and condition only, hemolymph extraction attempted"
2/2/2022,8,G,8_G,14.1,105,105,1.28,1.4589,0.1789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,0.4142,0.4469,0.0327,NA,NA,NA,NA,NA,NA,0.2116,NA,NA,NA,0.6075,,0.0183,used for dry weights and condition only
2/2/2022,8,G,8_G,14,107,107,1.2865,1.4379,0.1514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,0.4162,0.4485,0.0323,NA,NA,NA,NA,NA,NA,0.1837,NA,NA,NA,0.5829,,0.017,scallops used for RR and CR
2/2/2022,8,H,8_H,14.1,104,104,1.2718,1.4827,0.2109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,0.4096,0.4435,0.0339,NA,NA,NA,NA,NA,NA,0.2448,NA,NA,NA,0.6156,,0.0388,used for dry weights and condition only
2/2/2022,8,H,8_H,14,108,108,1.281,1.4816,0.2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,0.4127,0.4472,0.0345,NA,NA,NA,NA,NA,NA,0.2351,NA,NA,NA,0.638,,0.0098,scallops used for RR and CR
2/28/2022,7.5,A,7.5_A,15.5,204,204,1.2651,1.5592,0.2941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,0.4132,0.4629,0.0497,NA,NA,NA,NA,NA,NA,0.3438,NA,NA,NA,0.7119,,0.0451,used for dry weights and condition only
2/28/2022,7.5,A,7.5_A,22.8,205,205,1.2648,2.31,1.0452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,0.4074,0.5856,0.1782,NA,NA,NA,NA,NA,NA,1.2234,NA,NA,NA,1.4658,,0.165,used for dry weights and condition only
2/28/2022,7.5,A,7.5_A,22.6,206,206,1.2606,2.3007,1.0401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,0.4094,0.5735,0.1641,NA,NA,NA,NA,NA,NA,1.2042,NA,NA,NA,1.4629,,0.1507,used for dry weights and condition only
2/28/2022,7.5,A,7.5_A,19.4,207,207,1.2584,1.8928,0.6344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,0.4105,0.5231,0.1126,NA,NA,NA,NA,NA,NA,0.747,NA,NA,NA,1.0546,,0.1029,used for dry weights and condition only
2/28/2022,7.5,A,7.5_A,20.9,208,208,1.2748,1.9699,0.6951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,0.4103,0.5552,0.1449,NA,NA,NA,NA,NA,NA,0.84,NA,NA,NA,1.1202,,0.1301,used for dry weights and condition only
2/28/2022,7.5,B,7.5_B,21.1,180,180,1.2636,2.0274,0.7638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0.4094,0.539,0.1296,NA,NA,NA,NA,NA,NA,0.8934,NA,NA,NA,1.189,,0.1138,used for dry weights and condition only
2/28/2022,7.5,B,7.5_B,16.3,181,181,1.2575,1.638,0.3805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,0.4127,0.4695,0.0568,NA,NA,NA,NA,NA,NA,0.4373,NA,NA,NA,0.8011,,0.0489,used for dry weights and condition only
2/28/2022,7.5,B,7.5_B,19.4,182,182,1.2603,1.8395,0.5792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,0.4156,0.5235,0.1079,NA,NA,NA,NA,NA,NA,0.6871,NA,NA,NA,1.0074,,0.0953,used for dry weights and condition only
2/28/2022,7.5,B,7.5_B,15.5,183,183,1.2624,1.5649,0.3025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,0.414,0.47,0.056,NA,NA,NA,NA,NA,NA,0.3585,NA,NA,NA,0.7199,,0.0526,used for dry weights and condition only
2/28/2022,7.5,B,7.5_B,18.3,184,184,1.2746,1.7833,0.5087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,0.413,0.5009,0.0879,NA,NA,NA,NA,NA,NA,0.5966,NA,NA,NA,0.9304,,0.0792,used for dry weights and condition only
2/28/2022,7.5,C,7.5_C,15.8,194,194,1.2794,1.6343,0.3549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,0.4176,0.4672,0.0496,NA,NA,NA,NA,NA,NA,0.4045,NA,NA,NA,0.7752,,0.0469,used for dry weights and condition only
