Date_sampled,pH,Tank_Replicate,pH_Replicate,Shell_length_mm,New_tin_ID,Shell_Tin_ID,Shell_Tin_Weight_g,Dry_Shell_Tin_Weight_g,Dry_Shell_weight_g,Ash_Shell_Tin_Weight_g,Ash_Inorganic_Shell_g,Somatic_Tissue_Tin_Weight_g,Dry_Somatic_Tissue_Tin_Weight_g,Dry_Somatic_Tissue_g,Ash_Somatic_Tissue_Tin_Weight_g,Ash_Inorganic_ Somatic_Tissue_g,Adductor_Tin_Weight_g,Dry_Adductor_Tissue_Tin_Weight_g,Dry_Adductor_Tissue_g,Ash_Adductor_Tissue_Tin_Weight_g,Ash_Inorganic_ Adductor_Tissue_g,Gonad_Tin_ID,Gonad_stage,Gonad_Tin_Weight_g,Dry_Gonad_Tin_Weight_g,Dry_Gonad_weight_g,Ash_Gonad_Tissue_Tin_Weight_g,Ash_Inorganic_Gonad_Tissue_g,Tissue_Tin_ID,Tissue_Tin_Weight_g,Dry_Tissue_Tin_Weight_g,Dry_Tissue_g,Total_Dry_Tissue_g,Ash_Tissue_Tin_Weight_g,Inorganic_Tissue_g,Total_Inorganic_Tissue_g,Tissue_AFDW_g,Total_Inorganic_Weight_g,Total_AFDW_g,Whole_animal_dry_weight_g,notes
3/16/2022,8,G,8_G,20.975,501,501,1.111,1.7457,0.6347,1.7324,0.6214,0.3963,0.4447,0.0484,0.4025,0.0062,0.4004,0.4353,0.0349,0.4039,0.0035,NA,NA,0.4112,0.4143,0.0031,0.4115,0.0003,NA,NA,NA,NA,0.0864,NA,NA,0.01,0.0764,0.6314,0.0897,0.7211,
3/16/2022,8,H,8_H,27.1,259,259,1.1749,2.9574,1.7825,2.9279,1.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,3,0.4084,0.5316,0.1232,0.4418,0.0334,259,0.4073,0.6414,0.2341,0.3573,0.4746,0.0673,0.1007,0.2566,1.8537,0.2861,2.1398,
3/16/2022,8,H,8_H,26.5,265,265,1.1755,2.3112,1.1357,2.2909,1.1154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,3,0.4124,0.4759,0.0635,0.4335,0.0211,265,0.4141,0.571,0.1569,0.2204,0.4662,0.0521,0.0732,0.1472,1.1886,0.1675,1.3561,
3/16/2022,8,H,8_H,22.9,273,273,1.184,2.0297,0.8457,2.0183,0.8343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,2,0.4115,0.4306,0.0191,0.4183,0.0068,273,0.4193,0.5336,0.1143,0.1334,0.4551,0.0358,0.0426,0.0908,0.8769,0.1022,0.9791,
3/16/2022,8,H,8_H,24.2,278,278,1.1859,2.1392,0.9533,2.115,0.9291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,3,0.4115,0.4573,0.0458,0.4322,0.0207,278,0.4088,0.534,0.1252,0.171,0.4646,0.0558,0.0765,0.0945,1.0056,0.1187,1.1243,
3/16/2022,8,H,8_H,18.8,502,502,1.1059,1.6484,0.5425,1.6374,0.5315,0.392,0.4258,0.0338,0.3961,0.0041,0.4013,0.4257,0.0244,0.4044,0.0031,NA,NA,0.4085,0.4133,0.0048,0.4091,0.0006,NA,NA,NA,NA,0.063,NA,NA,0.0078,0.0552,0.5393,0.0662,0.6055,
3/16/2022,8,H,8_H,21.025,503,503,1.1071,1.8387,0.7316,1.8242,0.7171,0.3936,0.4456,0.052,0.4012,0.0076,0.3979,0.4356,0.0377,0.4025,0.0046,NA,NA,0.4111,0.4215,0.0104,0.4126,0.0015,NA,NA,NA,NA,0.1001,NA,NA,0.0137,0.0864,0.7308,0.1009,0.8317,
3/16/2022,8,H,8_H,20.25,504,504,1.1084,1.7971,0.6887,1.7812,0.6728,0.3986,0.4334,0.0348,0.4026,0.004,0.4023,0.4231,0.0208,0.4047,0.0024,NA,NA,0.4091,0.4114,0.0023,0.4092,1.00E-04,NA,NA,NA,NA,0.0579,NA,NA,0.0065,0.0514,0.6793,0.0673,0.7466,
3/16/2022,8,H,8_H,19.3,505,505,1.0981,1.6168,0.5187,1.6056,0.5075,0.3986,0.4324,0.0338,0.4025,0.0039,0.3937,0.4221,0.0284,0.3964,0.0027,NA,NA,0.4115,0.4174,0.0059,0.4121,0.0006,NA,NA,NA,NA,0.0681,NA,NA,0.0072,0.0609,0.5147,0.0721,0.5868,
3/16/2022,8,H,8_H,18.25,506,506,1.1052,1.6405,0.5353,1.6299,0.5247,0.3956,0.4262,0.0306,0.3998,0.0042,0.3986,0.4217,0.0231,0.4013,0.0027,NA,NA,0.4137,0.4165,0.0028,0.4144,0.0007,NA,NA,NA,NA,0.0565,NA,NA,0.0076,0.0489,0.5323,0.0595,0.5918,
3/16/2022,8,H,8_H,11.825,507,507,1.1102,1.2366,0.1264,1.234,0.1238,0.3994,0.4064,0.007,0.4003,0.0009,0.3934,0.3972,0.0038,0.3938,0.0004,NA,NA,0.4192,0.4196,0.0004,0.419,-0.0002,NA,NA,NA,NA,0.0112,NA,NA,0.0011,0.0101,0.1249,0.0127,0.1376,
3/28/2022,7.5,A,7.5_A,30.3,342,342,1.1877,3.5079,2.3202,3.4743,2.2866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,4,0.4141,0.5964,0.1823,0.4781,0.064,342,0.4127,0.7174,0.3047,0.487,0.5445,0.1318,0.1958,0.2912,2.4824,0.3248,2.8072,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,A,7.5_A,27.7,343,343,1.1789,3.1146,1.9357,3.0852,1.9063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,4,0.4091,0.5756,0.1665,0.4676,0.0585,343,0.4103,0.6554,0.2451,0.4116,0.5126,0.1023,0.1608,0.2508,2.0671,0.2802,2.3473,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,A,7.5_A,29,345,345,1.177,3.1469,1.9699,3.1096,1.9326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,3,0.4163,0.5673,0.151,0.4563,0.04,345,0.4137,0.6824,0.2687,0.4197,0.5164,0.1027,0.1427,0.277,2.0753,0.3143,2.3896,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,A,7.5_A,28.15,347,347,1.193,2.6235,1.4305,2.5982,1.4052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,.2/3,0.4039,0.5039,0.1,0.4322,0.0283,347,0.413,0.6061,0.1931,0.2931,0.4873,0.0743,0.1026,0.1905,1.5078,0.2158,1.7236,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,B,7.5_B,31.5,304,304,1.1802,3.2442,2.064,3.2104,2.0302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,3,0.4145,0.5679,0.1534,0.4472,0.0327,304,0.406,0.6694,0.2634,0.4168,0.4784,0.0724,0.1051,0.3117,2.1353,0.3455,2.4808,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,B,7.5_B,28.9,305,305,1.1727,2.7213,1.5486,2.696,1.5233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,.3/4,0.4135,0.5584,0.1449,0.4429,0.0294,305,0.4132,0.63,0.2168,0.3617,0.4723,0.0591,0.0885,0.2732,1.6118,0.2985,1.9103,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,B,7.5_B,30.6,306,306,1.1752,3.4353,2.2601,3.4008,2.2256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,3,0.4086,0.5493,0.1407,0.4378,0.0292,306,0.4088,0.6902,0.2814,0.4221,0.4878,0.079,0.1082,0.3139,2.3338,0.3484,2.6822,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,B,7.5_B,23.85,307,307,1.1897,2.4269,1.2372,2.4091,1.2194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,3,0.4129,0.4492,0.0363,0.4203,0.0074,307,0.4154,0.572,0.1566,0.1929,0.4567,0.0413,0.0487,0.1442,1.2681,0.162,1.4301,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,C,7.5_C,35.8,316,316,1.183,4.0456,2.8626,4.0027,2.8197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,4,0.4158,0.7852,0.3694,0.4897,0.0739,316,0.4104,0.8559,0.4455,0.8149,0.5246,0.1142,0.1881,0.6268,3.0078,0.6697,3.6775,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,C,7.5_C,35,317,317,1.1746,4.1935,3.0189,4.1587,2.9841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,4,0.4221,0.7886,0.3665,0.4928,0.0707,317,0.4065,0.8062,0.3997,0.7662,0.5034,0.0969,0.1676,0.5986,3.1517,0.6334,3.7851,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,C,7.5_C,33.15,318,318,1.1757,3.9861,2.8104,3.9538,2.7781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,4,0.4178,0.702,0.2842,0.4835,0.0657,318,0.414,0.7525,0.3385,0.6227,0.5118,0.0978,0.1635,0.4592,2.9416,0.4915,3.4331,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,C,7.5_C,33.25,319,319,1.1779,3.7923,2.6144,3.7588,2.5809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,.3/4,0.4124,0.7097,0.2973,0.4793,0.0669,319,0.4165,0.7836,0.3671,0.6644,0.5231,0.1066,0.1735,0.4909,2.7544,0.5244,3.2788,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,D,7.5_D,35.3,333,333,1.1803,3.6958,2.5155,3.6558,2.4755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,4,0.4145,0.7178,0.3033,0.4835,0.069,333,0.4149,0.7739,0.359,0.6623,0.5261,0.1112,0.1802,0.4821,2.6557,0.5221,3.1778,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,D,7.5_D,36.1,334,334,1.1672,4.214,3.0468,4.1675,3.0003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,.3/4,0.4125,0.6576,0.2451,0.4676,0.0551,334,0.4101,0.7953,0.3852,0.6303,0.5227,0.1126,0.1677,0.4626,3.168,0.5091,3.6771,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,D,7.5_D,31.8,336,336,1.1918,2.9805,1.7887,2.9532,1.7614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,.2/3,0.4168,0.5122,0.0954,0.4513,0.0345,336,0.4106,0.622,0.2114,0.3068,0.5028,0.0922,0.1267,0.1801,1.8881,0.2074,2.0955,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,D,7.5_D,MEASURE THIS,338,338,1.187,3.9102,2.7232,3.8713,2.6843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338,NA,0.4128,0.6211,0.2083,0.4642,0.0514,338,0.411,0.7285,0.3175,0.5258,0.5207,0.1097,0.1611,0.3647,2.8454,0.4036,3.249,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,E,7.5_E,34.85,312,312,1.172,3.8531,2.6811,3.8172,2.6452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,.2/3,0.4149,0.5816,0.1667,0.4486,0.0337,312,0.4084,0.7517,0.3433,0.51,0.506,0.0976,0.1313,0.3787,2.7765,0.4146,3.1911,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,E,7.5_E,31.45,313,313,1.1827,4.3379,3.1552,4.2891,3.1064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,3,0.4115,0.5537,0.1422,0.4417,0.0302,313,0.4176,0.77,0.3524,0.4946,0.5173,0.0997,0.1299,0.3647,3.2363,0.4135,3.6498,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,E,7.5_E,28.4,314,314,1.1756,2.8121,1.6365,2.7986,1.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,.2/3,0.4172,0.4508,0.0336,0.4272,0.01,314,0.4082,0.6234,0.2152,0.2488,0.4676,0.0594,0.0694,0.1794,1.6924,0.1929,1.8853,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,E,7.5_E,33.2,315,315,1.1868,3.6913,2.5045,3.6547,2.4679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,4,0.4188,0.6892,0.2704,0.4708,0.052,315,0.4199,0.7282,0.3083,0.5787,0.5125,0.0926,0.1446,0.4341,2.6125,0.4707,3.0832,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,F,7.5_F,31.55,325,325,1.1909,3.3478,2.1569,3.3175,2.1266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,3,0.4147,0.6281,0.2134,0.4669,0.0522,325,0.4178,0.7341,0.3163,0.5297,0.5155,0.0977,0.1499,0.3798,2.2765,0.4101,2.6866,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,F,7.5_F,33,326,326,1.1806,3.6413,2.4607,3.6105,2.4299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,4,0.4158,0.6185,0.2027,0.4614,0.0456,326,0.4152,0.7274,0.3122,0.5149,0.513,0.0978,0.1434,0.3715,2.5733,0.4023,2.9756,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,F,7.5_F,27.35,328,328,1.1843,2.6351,1.4508,2.613,1.4287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,2,0.4073,0.4897,0.0824,0.4251,0.0178,328,0.4118,0.5905,0.1787,0.2611,0.464,0.0522,0.07,0.1911,1.4987,0.2132,1.7119,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,F,7.5_F,32.9,330,330,1.1808,3.6015,2.4207,3.56,2.3792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,.2/3,0.4116,0.5713,0.1597,0.4572,0.0456,330,0.4134,0.7306,0.3172,0.4769,0.533,0.1196,0.1652,0.3117,2.5444,0.3532,2.8976,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,G,7.5_G,38,308,308,1.1758,5.86,4.6842,5.7812,4.6054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,4,0.4158,0.8424,0.4266,0.5034,0.0876,308,0.4129,1.0282,0.6153,1.0419,0.5717,0.1588,0.2464,0.7955,4.8518,0.8743,5.7261,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,G,7.5_G,37.3,309,309,1.1776,5.1902,4.0126,5.1305,3.9529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,4,0.4114,0.7121,0.3007,0.4731,0.0617,309,0.4104,0.8816,0.4712,0.7719,0.5336,0.1232,0.1849,0.587,4.1378,0.6467,4.7845,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,G,7.5_G,31.5,310,310,1.1781,3.9256,2.7475,3.8845,2.7064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,3,0.4219,0.6121,0.1902,0.4623,0.0404,310,0.4131,0.7708,0.3577,0.5479,0.4981,0.085,0.1254,0.4225,2.8318,0.4636,3.2954,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,7.5,G,7.5_G,29.1,311,311,1.1809,2.9445,1.7636,2.9177,1.7368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,.2/3,0.41,0.5068,0.0968,0.4298,0.0198,311,0.4097,0.6251,0.2154,0.3122,0.465,0.0553,0.0751,0.2371,1.8119,0.2639,2.0758,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,A,8_A,30.55,332,332,1.1778,3.1519,1.9741,3.1242,1.9464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,2,0.416,0.5005,0.0845,0.4373,0.0213,332,0.4167,0.6821,0.2654,0.3499,0.5102,0.0935,0.1148,0.2351,2.0612,0.2628,2.324,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,A,8_A,30.05,335,335,1.1806,2.7678,1.5872,2.737,1.5564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,2,0.4171,0.468,0.0509,0.4292,0.0121,335,0.4113,0.6147,0.2034,0.2543,0.4725,0.0612,0.0733,0.181,1.6297,0.2118,1.8415,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,A,8_A,28.2,337,337,1.1902,2.8101,1.6199,2.7838,1.5936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,2,0.4121,0.4597,0.0476,0.4287,0.0166,337,0.4165,0.6039,0.1874,0.235,0.4967,0.0802,0.0968,0.1382,1.6904,0.1645,1.8549,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,A,8_A,29.2,339,339,1.1844,3.0661,1.8817,3.0349,1.8505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,2,0.4126,0.4658,0.0532,0.4272,0.0146,339,0.4148,0.632,0.2172,0.2704,0.4918,0.077,0.0916,0.1788,1.9421,0.21,2.1521,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,B,8_B,27.9,340,340,1.1891,2.7399,1.5508,2.7163,1.5272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,.2/3,0.4112,0.4977,0.0865,0.4332,0.022,340,0.4153,0.6364,0.2211,0.3076,0.4843,0.069,0.091,0.2166,1.6182,0.2402,1.8584,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,B,8_B,31.4,341,341,1.1923,3.8428,2.6505,3.8052,2.6129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341,3,0.4121,0.5559,0.1438,0.4458,0.0337,341,0.4117,0.713,0.3013,0.4451,0.5014,0.0897,0.1234,0.3217,2.7363,0.3593,3.0956,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,B,8_B,28.8,344,344,1.1835,2.5969,1.4134,2.5753,1.3918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,4,0.4084,0.5706,0.1622,0.4577,0.0493,344,0.4184,0.6301,0.2117,0.3739,0.4995,0.0811,0.1304,0.2435,1.5222,0.2651,1.7873,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,B,8_B,23.7,346,346,1.1807,2.2693,1.0886,2.2524,1.0717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,1,0.4098,0.4233,0.0135,0.4143,0.0045,346,0.4109,0.5457,0.1348,0.1483,0.4613,0.0504,0.0549,0.0934,1.1266,0.1103,1.2369,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,C,8_C,33.2,320,320,1.1744,3.8816,2.7072,3.8405,2.6661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,2,0.4099,0.4573,0.0474,0.4209,0.011,320,0.4136,0.7658,0.3522,0.3996,0.5148,0.1012,0.1122,0.2874,2.7783,0.3285,3.1068,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,C,8_C,31.75,321,321,1.1664,3.4426,2.2762,3.4081,2.2417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,2,0.4185,0.5087,0.0902,0.4383,0.0198,321,0.4114,0.6743,0.2629,0.3531,0.4848,0.0734,0.0932,0.2599,2.3349,0.2944,2.6293,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,C,8_C,31.65,322,322,1.1823,3.382,2.1997,3.3406,2.1583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,3,0.4158,0.59,0.1742,0.4526,0.0368,322,0.4092,0.7326,0.3234,0.4976,0.4976,0.0884,0.1252,0.3724,2.2835,0.4138,2.6973,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,C,8_C,30.05,323,323,1.1723,3.7558,2.5835,3.7231,2.5508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,3,0.4092,0.67,0.2608,0.4646,0.0554,323,0.4194,0.7572,0.3378,0.5986,0.516,0.0966,0.152,0.4466,2.7028,0.4793,3.1821,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,D,8_D,26.3,324,324,1.1875,2.3951,1.2076,2.3771,1.1896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,.2/3,0.412,0.4536,0.0416,0.4287,0.0167,324,0.4221,0.586,0.1639,0.2055,0.4701,0.048,0.0647,0.1408,1.2543,0.1588,1.4131,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,D,8_D,26.5,327,327,1.1844,2.7224,1.538,2.7024,1.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327,.2/3,0.4106,0.4949,0.0843,0.4297,0.0191,327,0.4104,0.6095,0.1991,0.2834,0.4723,0.0619,0.081,0.2024,1.599,0.2224,1.8214,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,D,8_D,29.8,329,329,1.1815,3.4429,2.2614,3.4102,2.2287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,1,0.411,0.4337,0.0227,0.4156,0.0046,329,0.4176,0.7187,0.3011,0.3238,0.4991,0.0815,0.0861,0.2377,2.3148,0.2704,2.5852,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,D,8_D,31.1,331,331,1.1806,2.6483,1.4677,2.6266,1.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,2,0.4095,0.4506,0.0411,0.4206,0.0111,331,0.4142,0.5992,0.185,0.2261,0.4743,0.0601,0.0712,0.1549,1.5172,0.1766,1.6938,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,E,8_E,36.85,295,295,1.1786,4.3585,3.1799,4.3082,3.1296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,.2/3,0.4212,0.539,0.1178,0.4497,0.0285,295,0.4118,0.411,-0.0008,0.117,0.5398,0.128,0.1565,-0.0395,3.2861,0.0108,3.2969,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,E,8_E,33.45,296,296,1.1728,3.8642,2.6914,3.8246,2.6518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,3,0.4165,0.5232,0.1067,0.4392,0.0227,296,0.4138,0.7911,0.3773,0.484,0.525,0.1112,0.1339,0.3501,2.7857,0.3897,3.1754,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,E,8_E,31.85,297,297,1.1804,3.5016,2.3212,3.4659,2.2855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,3,0.4108,0.5541,0.1433,0.4401,0.0293,297,0.4089,0.7164,0.3075,0.4508,0.4942,0.0853,0.1146,0.3362,2.4001,0.3719,2.772,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,E,8_E,34.8,298,298,1.1811,4.0445,2.8634,3.9999,2.8188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,3,0.4182,0.5943,0.1761,0.4534,0.0352,298,0.4105,0.8055,0.395,0.5711,0.5067,0.0962,0.1314,0.4397,2.9502,0.4843,3.4345,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,F,8_F,29.8,291,291,1.188,2.908,1.72,2.878,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,2,0.4098,0.4694,0.0596,0.4217,0.0119,291,0.413,0.6185,0.2055,0.2651,0.4687,0.0557,0.0676,0.1975,1.7576,0.2275,1.9851,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,F,8_F,31.8,292,292,1.1962,3.2048,2.0086,3.1708,1.9746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,3,0.4132,0.5362,0.123,0.4396,0.0264,292,0.4116,0.6797,0.2681,0.3911,0.4842,0.0726,0.099,0.2921,2.0736,0.3261,2.3997,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,F,8_F,25.05,293,293,1.185,2.4293,1.2443,2.4074,1.2224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,1,0.4153,0.4186,0.0033,0.4163,0.001,293,0.4164,0.5784,0.162,0.1653,0.4581,0.0417,0.0427,0.1226,1.2651,0.1445,1.4096,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,F,8_F,28.3,294,294,1.1676,2.8984,1.7308,2.869,1.7014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,.3/4,0.4135,0.4989,0.0854,0.4335,0.02,294,0.4114,0.6596,0.2482,0.3336,0.4801,0.0687,0.0887,0.2449,1.7901,0.2743,2.0644,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,G,8_G,22,287,287,1.1839,1.9607,0.7768,1.9482,0.7643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,2,0.4085,0.4273,0.0188,0.4128,0.0043,287,0.4074,0.516,0.1086,0.1274,0.4389,0.0315,0.0358,0.0916,0.8001,0.1041,0.9042,
3/28/2022,8,G,8_G,29.3,288,288,1.1796,3.4346,2.255,3.4041,2.2245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,3,0.4116,0.556,0.1444,0.4443,0.0327,288,0.4082,0.6687,0.2605,0.4049,0.4826,0.0744,0.1071,0.2978,2.3316,0.3283,2.6599,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,G,8_G,24.4,289,289,1.1741,2.1508,0.9767,2.1352,0.9611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,1,0.4059,0.4076,0.0017,0.4061,0.0002,289,0.409,0.5598,0.1508,0.1525,0.4557,0.0467,0.0469,0.1056,1.008,0.1212,1.1292,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
3/28/2022,8,G,8_G,31.3,290,290,1.2007,3.7142,2.5135,3.6728,2.4721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,3,0.4138,0.5177,0.1039,0.4366,0.0228,290,0.4093,0.6898,0.2805,0.3844,0.4872,0.0779,0.1007,0.2837,2.5728,0.3251,2.8979,used for dry weights and condition only - 4 per replicate depurated for 24 hrs but not used for RR and biodep
